N°Ins,Année,Code_UE,UE,Coef_UE,credit_UE,AnnéEtude,type_UE,Moy_UE,credit_obtenue,Aquit,An_d_obtent_UE
14010896715,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2010
14010896731,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.66,14.0,true,2010
14010896731,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,11.14,12.0,true,2010
14010896731,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2010
14010896731,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,8.93,5.0,false,2010
14010896731,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.69,8.0,false,2010
14010696518,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2010
14010696518,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2010
14010696518,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2010
14010696518,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,0.00,0.0,false,2010
14010796547,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,11.05,14.0,true,2010
14010896731,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2010
14010896757,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,0.00,0.0,false,2010
14010896757,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,0.00,0.0,false,2010
14010896757,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,0.00,0.0,false,2010
14010896757,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,5.13,0.0,false,2010
14010896757,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,4.78,0.0,false,2010
14010896757,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,14.00,2.0,true,2010
14010896782,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.22,14.0,true,2010
14010896782,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,8.25,0.0,false,2010
14010896782,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,14.00,4.0,true,2010
14010896782,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,10.38,16.0,true,2010
14011097122,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.50,6.0,true,2010
14011097122,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,11.17,6.0,true,2010
14011097122,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,7.49,4.0,false,2010
14011097122,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.88,12.0,true,2010
14011097124,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,13.79,9.0,true,2010
14011097124,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,11.57,15.0,true,2010
14011097124,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.50,6.0,true,2010
14011097124,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,7.33,2.0,false,2010
14011097124,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.53,12.0,true,2010
14011097124,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,11.92,12.0,true,2010
14011097126,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,6.80,0.0,false,2010
14011097126,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,4.73,0.0,false,2010
14011097126,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.00,6.0,true,2010
14011097126,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.50,6.0,true,2010
14011097126,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,6.59,0.0,false,2010
14011097126,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,6.54,3.0,false,2010
14010796547,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,8.09,0.0,false,2010
14010796547,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,13.50,4.0,true,2009
14010796547,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.89,11.0,false,2009
14010796547,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,10.21,12.0,true,2009
14010796547,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,13.00,2.0,true,2009
14010896782,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,8.81,0.0,false,2010
14010896782,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,17.00,2.0,true,2010
14010896821,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,9.06,5.0,false,2010
14010896821,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.89,12.0,true,2010
14010896821,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,9.00,2.0,false,2010
14010896821,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,8.55,5.0,false,2010
14010896821,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,10.73,12.0,true,2010
14010896821,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,15.00,2.0,true,2010
14010896826,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2010
14010896826,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2010
14010896826,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2010
14010696449,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,8.23,6.0,false,2008
14010696449,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.99,3.0,false,2008
14010696449,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,14.00,6.0,true,2007
14010696449,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,6.15,3.0,false,2010
14010696449,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.77,12.0,true,2009
14010696449,1,UED23,Unite decouverte 23 ,1,4.0,1MIAS172,Découverte,10.17,6.0,true,2007
14010696450,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,4.00,6.0,false,2010
14010696450,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,4.50,3.0,false,2010
14010696450,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,12.00,6.0,true,2006
14010696450,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,10.07,12.0,true,2007
14010696450,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.17,8.0,false,2007
14010696450,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,12.17,4.0,true,2006
14010896826,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2010
14010896826,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2010
14010896826,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2010
14010896836,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,8.41,5.0,false,2010
14010696450,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,6.57,9.0,false,2010
14010696450,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,0.00,0.0,false,2010
14010696450,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,0.00,0.0,false,2010
14010696450,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,3.24,5.0,false,2010
14010696450,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,3.50,4.0,false,2010
14010696450,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2007
14010796588,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.13,15.0,true,2009
14010796588,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2010
14010796588,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,14.20,2.0,true,2009
14010896836,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,9.46,4.0,false,2010
14010896836,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2010
14010896836,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.99,11.0,false,2010
14010896836,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.68,4.0,false,2010
14010896836,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,15.00,2.0,true,2010
14010896850,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2010
14010896850,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2010
14010696456,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,8.65,9.0,false,2006
14010696456,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.33,9.0,true,2006
14010696456,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,12.00,6.0,true,2006
14010696456,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.08,8.0,false,2007
14010696456,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,10.13,12.0,true,2006
14010696456,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,11.42,4.0,true,2006
14010696456,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,2.86,4.0,false,2010
14010696456,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,4.10,4.0,false,2010
14010696456,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2007
14010696456,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,3.14,5.0,false,2010
14010696456,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,3.37,4.0,false,2010
14010696456,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,13.00,2.0,true,2007
14010696459,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.55,9.0,false,2006
14010696459,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.83,9.0,true,2007
14010796588,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2010
14010796588,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,3.60,4.0,false,2010
14010696459,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,11.50,6.0,true,2007
14010696459,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,9.56,8.0,false,2006
14010696459,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,9.69,6.0,false,2007
14010696459,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,12.33,4.0,true,2006
14010696459,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.77,14.0,true,2007
14010696459,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.43,12.0,true,2007
14010696459,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,11.25,4.0,true,2007
14010696459,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,11.16,16.0,true,2008
14010696459,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.34,4.0,false,2008
14010696459,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2007
14011097128,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,0.00,0.0,false,2010
14011097128,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,0.00,0.0,false,2010
14011097128,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,0.00,0.0,false,2010
14011097128,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,0.00,0.0,false,2010
14011097128,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,0.00,0.0,false,2010
14011097128,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,0.00,0.0,false,2010
14011097130,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.31,9.0,true,2010
14011097130,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.85,15.0,true,2010
14011097130,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.50,6.0,true,2010
14011097130,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.17,6.0,true,2010
14011097130,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.15,12.0,true,2010
14011097130,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.86,12.0,true,2010
14011097132,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,5.71,0.0,false,2010
14011097132,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,6.09,0.0,false,2010
14011097132,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.50,6.0,true,2010
14011097132,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,5.50,0.0,false,2010
14011097132,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,5.15,0.0,false,2010
14011097132,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,4.02,0.0,false,2010
14011097134,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,6.39,0.0,false,2010
14011097134,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,5.96,0.0,false,2010
14011097134,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,9.25,3.0,false,2010
14011097134,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,5.00,2.0,false,2010
14011097134,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,4.38,0.0,false,2010
14011097134,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,3.82,0.0,false,2010
14011097136,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.25,3.0,false,2010
14011097136,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.21,15.0,true,2010
14011097136,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.50,6.0,true,2010
14011097136,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.67,6.0,true,2010
14011097136,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,9.41,8.0,false,2010
14011097136,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,8.74,6.0,false,2010
14011097138,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.03,9.0,true,2010
14011097138,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,8.40,0.0,false,2010
14010696474,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,4.76,4.0,false,2010
14010696474,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,7.55,8.0,false,2010
14010696474,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,16.00,4.0,true,2009
14010696474,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,9.40,11.0,false,2010
14010696474,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,9.94,8.0,false,2010
14010696474,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,16.00,2.0,true,2008
14010696474,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.03,3.0,false,2007
14010796588,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2010
14010796589,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,0.00,0.0,false,2010
14010796589,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,0.00,0.0,false,2010
14010796589,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,0.00,0.0,false,2010
14010796589,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,0.00,0.0,false,2010
14010796589,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2010
14010796589,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,0.00,0.0,false,2010
14010896850,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2010
14010696474,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.03,0.0,false,2007
14010696474,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,14.17,6.0,true,2006
14010696474,1,UEF21,Unite Fondamentale 21,4,12.0,1MIAS172,Fondamental,8.64,8.0,false,2010
14010696474,1,UEF22,Unite fondamentale 22,4,12.0,1MIAS172,Fondamental,8.75,6.0,false,2010
14010696474,1,UED23,Unite decouverte 23 ,2,4.0,1MIAS172,Découverte,10.52,4.0,true,2006
14010796604,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2010
14010796604,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2010
14010796604,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2010
14010796604,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,0.00,0.0,false,2010
14010796607,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2010
14010796607,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2010
14010896850,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2010
14010896850,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2010
14010896850,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2010
14010896859,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,0.00,0.0,false,2010
14010896859,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,0.00,0.0,false,2010
14011097138,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.13,6.0,true,2010
14011097138,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,9.67,4.0,false,2010
14011097138,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,9.40,4.0,false,2010
14011097138,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,7.32,3.0,false,2010
14011097140,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,12.25,9.0,true,2010
14011097140,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.58,9.0,false,2010
14011097140,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.75,6.0,true,2010
14011097140,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,6.83,2.0,false,2010
14011097140,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,9.97,4.0,false,2010
14011097140,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,9.62,6.0,false,2010
14011097142,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.35,9.0,true,2010
14011097142,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,7.54,0.0,false,2010
14011097142,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.25,6.0,true,2010
14011097142,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,6.33,2.0,false,2010
14011097142,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.27,12.0,true,2010
14011097142,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,7.35,3.0,false,2010
14010796607,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,10.60,2.0,true,2009
14010796607,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2010
14010796607,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2010
14010796607,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2010
14010796614,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,9.72,5.0,false,2010
14010796614,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.32,12.0,true,2009
14010796614,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2009
14010796614,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,10.06,16.0,true,2010
14010796614,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,11.21,12.0,true,2010
14010896859,3,UE15,Unité Fondamentale INF9,1,10.0,3MIAS176,Fondamental,0.00,0.0,false,2010
14010896859,3,UE16,Projet PFE,2,20.0,3MIAS176,Fondamental,0.00,0.0,false,2010
14010896860,3,UE13,Unité Enseignement INF 07,3,18.0,3MIAS175,Fondamental,3.02,0.0,false,2010
14010896860,3,UE14,Unité Enseignement INF 08,2,12.0,3MIAS175,Fondamental,3.56,0.0,false,2010
