N°Ins,Année,Code_UE,UE,Coef_UE,credit_UE,AnnéEtude,type_UE,Moy_UE,credit_obtenue,Aquit,An_d_obtent_UE
14010997045,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,18.00,2.5,true,2014
14010696449,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,8.23,6.0,false,2008
14010696449,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.99,3.0,false,2008
14010696449,1,UEM ,Unite ensgnement methodo,3,6.0,1MIAS171,Transversal,14.00,6.0,true,2007
14010696449,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,8.97,12.0,false,2013
14010696449,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.77,12.0,true,2009
14010696449,1,UED23,Unite decouverte 23 ,1,4.0,1MIAS172,Découverte,10.17,6.0,true,2007
14010896826,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14010896826,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14010896826,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14010696529,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0,0.0,false,2012
14010696529,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0,0.0,false,2012
14010896757,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,9.72,3.5,false,2013
14010896757,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,9.14,6.0,false,2013
14011097731,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,9.75,3.0,false,2011
14011097731,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,10.71,9.5,true,2011
14011097731,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,10.08,9.0,true,2010
14010796588,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.13,15.0,true,2009
14010796588,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14010796588,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,14.20,2.0,true,2009
14010896850,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14010896850,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14010896757,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,10.16,9.0,true,2013
14010896757,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,12.00,2.5,true,2013
14010896757,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,13.00,2.5,true,2013
14010896757,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,9.88,9.0,false,2014
14010896757,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,10.10,11.5,true,2014
14010896757,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,10.10,3.0,true,2014
14011097203,1,UEF1,UEF du Génie Logiciel,5,10.0,1MGI231,Fondamental,12.43,10.0,true,2014
14011097203,1,UEF2,UEF Programmation Web,6,12.0,1MGI231,Fondamental,14.12,12.0,true,2014
14011097203,1,UED1,UED Logique et Simulation,3,6.0,1MGI231,Découverte,14.60,6.0,true,2014
14011097203,1,UET1,UET Communication,1,2.0,1MGI231,Transversal,14.00,2.0,true,2014
14010796588,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14010796588,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,3.60,4.0,false,2014
14010896757,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,14.00,2.5,true,2014
14011097203,1,UEF1.,UEF Conception  Arch Logiciel,5,10.0,1MGI232,Fondamental,13.18,10.0,true,2014
14011097203,1,UEF2.,UEF I.A  et Programm Web,5,10.0,1MGI232,Fondamental,13.65,10.0,true,2014
14011097203,1,UEF3,UEF Modèlisation des Données,4,8.0,1MGI232,Fondamental,11.78,8.0,true,2014
14011097203,1,UET1.,UET Communication,1,2.0,1MGI232,Transversal,15.00,2.0,true,2014
14011097274,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,10.18,6.5,true,2014
14011097274,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,8.70,2.5,false,2014
14011097274,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,10.33,9.0,true,2014
14011097274,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,10.00,2.5,true,2014
14011097274,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,15.00,2.5,true,2014
14011097274,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,9.93,4.5,false,2014
14011097274,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,9.25,6.5,false,2014
14011097274,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,11.50,3.0,true,2014
14010796595,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,3.95,4.0,false,2014
14010796595,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,4.07,4.0,false,2014
14010796595,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.00,4.0,true,2008
14010796595,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,3.26,5.0,false,2014
14010796595,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14010796595,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,10.00,2.0,true,2008
14010796595,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,6.01,6.0,false,2014
14010796595,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.15,6.0,false,2014
14010796595,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.00,6.0,true,2007
14010796595,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,5.65,3.0,false,2014
14010796595,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,11.50,6.0,true,2007
14010796595,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,3.50,4.0,false,2014
14011097274,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,18.00,2.5,true,2014
14011097276,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,9.69,3.0,false,2014
14011097276,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,10.29,9.5,true,2014
14011097276,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,11.06,9.0,true,2014
14011097136,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011097136,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011097136,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011097136,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011097136,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011097138,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011097150,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,0.00,0.0,false,2014
14011097150,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,1.59,0.0,false,2014
14011097150,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,5.00,2.0,false,2014
14011097150,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011097150,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011097150,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,0.00,0.0,false,2014
14011097156,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,0.00,0.0,false,2014
14011097156,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,0.00,0.0,false,2014
14011097156,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,0.00,0.0,false,2014
14011097156,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011097156,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011097134,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,5.83,3.0,false,2014
14011097134,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,4.43,0.0,false,2014
14011097134,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.00,6.0,true,2011
14011097134,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,6.67,4.0,false,2014
14011097134,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,3.97,0.0,false,2014
14011097134,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,3.65,0.0,false,2014
14011097136,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.80,6.0,false,2011
14011097136,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.21,15.0,true,2010
14011097136,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.50,6.0,true,2010
14011097136,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.67,6.0,true,2010
14011097136,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.84,12.0,true,2011
14011097136,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,8.30,6.0,false,2011
14011097138,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.03,9.0,true,2010
14011097138,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.50,15.0,true,2011
14011097136,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011097140,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14010796588,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14010896850,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011599301,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,0.00,0.0,false,2014
14011599301,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,0.00,0.0,false,2014
14011599301,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,0.00,0.0,false,2014
14010796647,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,12.00,2.5,true,2012
14010796647,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,11.60,13.0,true,2013
14010796647,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,12.05,11.5,true,2013
14010796607,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14010796607,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14010896850,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14010896850,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14010896850,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14010796647,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,13.80,3.0,true,2013
14010796647,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,18.00,2.5,true,2013
14011599300,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,4.46,0.0,false,2014
14011599300,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,1.11,0.0,false,2014
14011097276,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,10.00,2.5,true,2014
14011097276,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,10.00,2.5,true,2014
14011097276,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,11.21,13.0,true,2014
14011097276,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,10.27,11.5,true,2014
14011097276,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,12.80,3.0,true,2014
14011097276,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,15.00,2.5,true,2014
14011097138,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.13,6.0,true,2010
14011097138,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,11.67,6.0,true,2011
14011097138,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.90,12.0,true,2011
14011097138,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,9.86,6.0,false,2011
14011097140,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,12.25,9.0,true,2010
14011097140,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.58,9.0,false,2010
14011097140,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.75,6.0,true,2010
14011097140,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,6.83,2.0,false,2010
14011097140,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,9.97,4.0,false,2010
14011097140,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,9.62,6.0,false,2010
14011097142,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.35,9.0,true,2010
14011097142,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,11.80,15.0,true,2013
14011097142,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.25,6.0,true,2010
14011097142,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,7.75,6.0,false,2013
14011097142,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.27,12.0,true,2010
14011097142,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,8.71,6.0,false,2013
14010796607,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,10.60,2.0,true,2009
14010796607,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14010796607,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14010796607,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14010996868,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011599300,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,2.49,0.0,false,2014
14011599300,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,0.00,0.0,false,2014
14011599300,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,15.00,2.5,true,2012
14011599300,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,0.00,0.0,false,2014
14011599300,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,0.00,0.0,false,2014
14011097290,1,UEF1,UEF du Génie Logiciel,5,10.0,1MGI231,Fondamental,6.65,0.0,false,2014
14011097290,1,UEF2,UEF Programmation Web,6,12.0,1MGI231,Fondamental,7.28,4.0,false,2014
14011097290,1,UED1,UED Logique et Simulation,3,6.0,1MGI231,Découverte,8.20,0.0,false,2014
14011097290,1,UET1,UET Communication,1,2.0,1MGI231,Transversal,14.00,2.0,true,2014
14011097290,1,UEF1.,UEF Conception  Arch Logiciel,5,10.0,1MGI232,Fondamental,0.00,0.0,false,2014
14011097290,1,UEF2.,UEF I.A  et Programm Web,5,10.0,1MGI232,Fondamental,1.68,0.0,false,2014
14010996868,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14010996868,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14010996868,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14010996868,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14010996868,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14010996870,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011599300,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,0.00,0.0,false,2014
14011599300,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,0.00,0.0,false,2014
14010796618,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14010796618,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14010796618,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,10.50,2.0,true,2009
14010796618,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,3.30,4.0,false,2014
14010796618,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,10.47,13.0,true,2009
14010796618,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,10.00,3.0,true,2009
14010796642,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.98,15.0,true,2009
14010796642,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,12.55,13.0,true,2009
14010796642,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,12.40,2.0,true,2009
14010796642,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,12.30,14.0,true,2009
14011097290,1,UEF3,UEF Modèlisation des Données,4,8.0,1MGI232,Fondamental,0.00,0.0,false,2014
14011097290,1,UET1.,UET Communication,1,2.0,1MGI232,Transversal,0.00,0.0,false,2014
14011097368,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,12.29,6.5,true,2014
14011097368,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,9.10,2.5,false,2014
